user_name,review_text,rating,label,cleaned_review_text,tokenized_review,review_length,all_caps_ratio,sentiment,relevancy_score,emotions
Jaime De Alba,"(Translated by Google) Very professional and dedicated to the client, very good communication from the entire work team and keeps the client aware of the entire process. I recommend it 100%

(Original)
Muy profesional y dedicada al cliente, muy buena comunicación dr parte de todo el equipo de trabajo y mantiene al cliente al tanto de todo el proceso. La recomiendo 100%",5,Valid,"translated by google very professional and dedicated to the client very good communication from the entire work team and keeps the client aware of the entire process i recommend it 

original
muy profesional y dedicada al cliente muy buena comunicación dr parte de todo el equipo de trabajo y mantiene al cliente al tanto de todo el proceso la recomiendo ","['translated', 'google', 'professional', 'dedicated', 'client', 'good', 'communication', 'entire', 'work', 'team', 'keeps', 'client', 'aware', 'entire', 'process', 'recommend', '\n\n', 'original', '\n', 'muy', 'profesional', 'y', 'dedicada', 'al', 'cliente', 'muy', 'buena', 'comunicación', 'dr', 'parte', 'de', 'todo', 'el', 'equipo', 'de', 'trabajo', 'y', 'mantiene', 'al', 'cliente', 'al', 'tanto', 'de', 'todo', 'el', 'proceso', 'la', 'recomiendo']",48,0.016129032258064516,POSITIVE,70,none
Tripp Mullenax,"Absolutely horrible customer service.  The item was not true to size.  They showed zero empathy with their little ""in store credit only"" and zero refund. They seem to be all about getting money at all costs regardless of the so called customer. Stay away from these folks... Never again!!!",1,Rant,absolutely horrible customer service  the item was not true to size  they showed zero empathy with their little in store credit only and zero refund they seem to be all about getting money at all costs regardless of the so called customer stay away from these folks never again,"['absolutely', 'horrible', 'customer', 'service', ' ', 'item', 'true', 'size', ' ', 'showed', 'zero', 'empathy', 'little', 'store', 'credit', 'zero', 'refund', 'getting', 'money', 'costs', 'regardless', 'called', 'customer', 'stay', 'away', 'folks']",26,0.0,NEGATIVE,64,none
MK Kendall,Just received a motorcycle chain bracelet that I ordered Monday. 4 day ship and the bracelet is way better than expected. 5+ stars,5,Valid,just received a motorcycle chain bracelet that i ordered monday  day ship and the bracelet is way better than expected  stars,"['received', 'motorcycle', 'chain', 'bracelet', 'ordered', 'monday', ' ', 'day', 'ship', 'bracelet', 'way', 'better', 'expected', ' ', 'stars']",15,0.043478260869565216,POSITIVE,50,none
Gary Griggers,Fast shipping and great prices! Good selection of gear as well,5,Valid,fast shipping and great prices good selection of gear as well,"['fast', 'shipping', 'great', 'prices', 'good', 'selection', 'gear']",7,0.0,POSITIVE,45,admiration
Nathan Emmerich,"Sold me some poorly made gloves, was difficult to deal with on a return. Good helmet though",3,Valid,sold me some poorly made gloves was difficult to deal with on a return good helmet though,"['sold', 'poorly', 'gloves', 'difficult', 'deal', 'return', 'good', 'helmet']",8,0.0,NEGATIVE,45,none
Michael O'Mara,"I was a customer since pretty much 2014. So up until the last year I was a relatively happy customer. Mostly Minecraft, but I did use them for ark at one point. Then about 8 months ago I get an email saying I didn’t pay, but I had. Contacted support and with 24 hours they fixed and apologized.

On March 2nd they again said I didn’t pay. I contacted support and a few hours later they acknowledged that it was an error and marked it paid. This morning on the 6th I suddenly was informed via email that my server was suspended for non payment. I had no open invoices. I had zero owed.

I canceled my service.

Enough was enough. I will say this that support does respond quickly and I do believe they are very helpful, but the program/service they use to bill people is unreliable at best.",2,Rant,"i was a customer since pretty much  so up until the last year i was a relatively happy customer mostly minecraft but i did use them for ark at one point then about  months ago i get an email saying i didnt pay but i had contacted support and with  hours they fixed and apologized

on march nd they again said i didnt pay i contacted support and a few hours later they acknowledged that it was an error and marked it paid this morning on the th i suddenly was informed via email that my server was suspended for non payment i had no open invoices i had zero owed

i canceled my service

enough was enough i will say this that support does respond quickly and i do believe they are very helpful but the programservice they use to bill people is unreliable at best","['customer', 'pretty', ' ', 'year', 'relatively', 'happy', 'customer', 'minecraft', 'use', 'ark', 'point', ' ', 'months', 'ago', 'email', 'saying', 'nt', 'pay', 'contacted', 'support', ' ', 'hours', 'fixed', 'apologized', '\n\n', 'march', 'nd', 'said', 'nt', 'pay', 'contacted', 'support', 'hours', 'later', 'acknowledged', 'error', 'marked', 'paid', 'morning', 'th', 'suddenly', 'informed', 'email', 'server', 'suspended', 'non', 'payment', 'open', 'invoices', 'zero', 'owed', '\n\n', 'canceled', 'service', '\n\n', 'support', 'respond', 'quickly', 'believe', 'helpful', 'programservice', 'use', 'bill', 'people', 'unreliable', 'best']",66,0.09333333333333334,NEGATIVE,100,none
Cole Legare,i know little about server stuff. but luckily these guys have helped the few times ive needed it and solved my issues quickly and efficiently. for the money its worth it for sure,5,Valid,i know little about server stuff but luckily these guys have helped the few times ive needed it and solved my issues quickly and efficiently for the money its worth it for sure,"['know', 'little', 'server', 'stuff', 'luckily', 'guys', 'helped', 'times', 've', 'needed', 'solved', 'issues', 'quickly', 'efficiently', 'money', 'worth', 'sure']",17,0.0,POSITIVE,56,none
Gabe Keener,I have an ark server with a couple of friends and it has been fantastic. The server has been great and has even been able to handle all of us messing around on ark which not all servers we have tried can handle. I have been using their servers for only a few months but hope to use them for a long time!,5,Valid,i have an ark server with a couple of friends and it has been fantastic the server has been great and has even been able to handle all of us messing around on ark which not all servers we have tried can handle i have been using their servers for only a few months but hope to use them for a long time,"['ark', 'server', 'couple', 'friends', 'fantastic', 'server', 'great', 'able', 'handle', 'messing', 'ark', 'servers', 'tried', 'handle', 'servers', 'months', 'hope', 'use', 'long', 'time']",20,0.031746031746031744,POSITIVE,70,admiration
Courtney Tracy,"Mcprohosting is absolutely one of the best out there! My husband and I love playing modpacks together, and at the very beginning I had no idea what I was doing. The first person I spoke with set up the server for me. When we changed our modpack, I asked the second person to please walk me through it, so I didn't have to keep asking for them to set it up. The person happily obliged and before too long I could move it over on my own. Everyone there is very helpful. Very much worth the money we spend, since I seem to have questions all the time!

The only thing I do suggest is asking the customer if they can understand and follow along with an article on the subject. Some people have a hard time following those articles (I am one od those people).",5,Valid,"mcprohosting is absolutely one of the best out there my husband and i love playing modpacks together and at the very beginning i had no idea what i was doing the first person i spoke with set up the server for me when we changed our modpack i asked the second person to please walk me through it so i didnt have to keep asking for them to set it up the person happily obliged and before too long i could move it over on my own everyone there is very helpful very much worth the money we spend since i seem to have questions all the time

the only thing i do suggest is asking the customer if they can understand and follow along with an article on the subject some people have a hard time following those articles i am one od those people","['mcprohosting', 'absolutely', 'best', 'husband', 'love', 'playing', 'modpacks', 'beginning', 'idea', 'person', 'spoke', 'set', 'server', 'changed', 'modpack', 'asked', 'second', 'person', 'walk', 'nt', 'asking', 'set', 'person', 'happily', 'obliged', 'long', 'helpful', 'worth', 'money', 'spend', 'questions', 'time', '\n\n', 'thing', 'suggest', 'asking', 'customer', 'understand', 'follow', 'article', 'subject', 'people', 'hard', 'time', 'following', 'articles', 'od', 'people']",48,0.0684931506849315,POSITIVE,100,admiration
Elliot Hamilton-Boucher,"Reliable servers, even from northern areas of Canada. Intended to play just for a month but it was worth keeping for longer. My family is very happy with the service. Chat support is awesome as well. Setting up a server is one click. Highly recommended.",5,Valid,reliable servers even from northern areas of canada intended to play just for a month but it was worth keeping for longer my family is very happy with the service chat support is awesome as well setting up a server is one click highly recommended,"['reliable', 'servers', 'northern', 'areas', 'canada', 'intended', 'play', 'month', 'worth', 'keeping', 'longer', 'family', 'happy', 'service', 'chat', 'support', 'awesome', 'setting', 'server', 'click', 'highly', 'recommended']",22,0.0,POSITIVE,62,admiration
Korey Webb,"I wanted to setup some specific plugins for a minecraft server, and I was never able to figure it out. The dashboard was confusing and the server seemed sluggish to start. I got those plugins working and stable on another provider and cancelled my server with MCPro. From what I understand, if you cancel within a few days of starting your server you should get a full refund. I am still waiting on my $15 refund for my server that I had for all of 24 hrs.",1,Valid,i wanted to setup some specific plugins for a minecraft server and i was never able to figure it out the dashboard was confusing and the server seemed sluggish to start i got those plugins working and stable on another provider and cancelled my server with mcpro from what i understand if you cancel within a few days of starting your server you should get a full refund i am still waiting on my  refund for my server that i had for all of  hrs,"['wanted', 'setup', 'specific', 'plugins', 'minecraft', 'server', 'able', 'figure', 'dashboard', 'confusing', 'server', 'sluggish', 'start', 'got', 'plugins', 'working', 'stable', 'provider', 'cancelled', 'server', 'mcpro', 'understand', 'cancel', 'days', 'starting', 'server', 'refund', 'waiting', ' ', 'refund', 'server', ' ', 'hrs']",33,0.06896551724137931,NEGATIVE,82,confusion
Leon Heatley,"Bought the villager package and around 4GB RAM for the server (Minecraft Java modded FTB server), I only had a small freezing problem on the server but the staff were able to fix it most of the time but the problem did reacquire. The staff are professional and easy to talk too. would recommend them to others in future.",4,Valid,bought the villager package and around gb ram for the server minecraft java modded ftb server i only had a small freezing problem on the server but the staff were able to fix it most of the time but the problem did reacquire the staff are professional and easy to talk too would recommend them to others in future,"['bought', 'villager', 'package', 'gb', 'ram', 'server', 'minecraft', 'java', 'modded', 'ftb', 'server', 'small', 'freezing', 'problem', 'server', 'staff', 'able', 'fix', 'time', 'problem', 'reacquire', 'staff', 'professional', 'easy', 'talk', 'recommend', 'future']",27,0.06779661016949153,NEGATIVE,52,none
Fyena,Had a flawless experience until the server somehow crashed after two months. Asked their helpdesk to rollback the files because some of them were corrupted but their backup service corrupted the whole world instead. If making backups every single day this'd be one of the better hosts I've gotten for the price.,4,Rant,had a flawless experience until the server somehow crashed after two months asked their helpdesk to rollback the files because some of them were corrupted but their backup service corrupted the whole world instead if making backups every single day thisd be one of the better hosts ive gotten for the price,"['flawless', 'experience', 'server', 'crashed', 'months', 'asked', 'helpdesk', 'rollback', 'files', 'corrupted', 'backup', 'service', 'corrupted', 'world', 'instead', 'making', 'backups', 'single', 'day', 'd', 'better', 'hosts', 've', 'gotten', 'price']",25,0.0,NEGATIVE,65,none
Wisam Amid,"Server setup was a breeze! The best part is the support you get, even if you don't know what you're doing, the reps help you out. They literally installed maps, configured them and even recommended where I can go look for other maps for Minecraft. Extremely helpful and friendly.",5,Valid,server setup was a breeze the best part is the support you get even if you dont know what youre doing the reps help you out they literally installed maps configured them and even recommended where i can go look for other maps for minecraft extremely helpful and friendly,"['server', 'setup', 'breeze', 'best', 'support', 'nt', 'know', 'reps', 'help', 'literally', 'installed', 'maps', 'configured', 'recommended', 'look', 'maps', 'minecraft', 'extremely', 'helpful', 'friendly']",20,0.02040816326530612,POSITIVE,64,admiration
Aravind Karthigeyan,"Pretty decent, but expensive. It's really good for larger servers, but not worth it for smaller ones",4,Valid,pretty decent but expensive its really good for larger servers but not worth it for smaller ones,"['pretty', 'decent', 'expensive', 'good', 'larger', 'servers', 'worth', 'smaller', 'ones']",9,0.0,NEGATIVE,48,admiration
Kohl Shemilt,"Incredible team, amazing efficiency, theres no way i cant give these guys 5 stars. Their pick in partners is incredible, the amount you pay for support is very very very very well deserved, and there is a reason why they have been here for years, and have been hosting some of the biggest MC youtubers events and servers. 10/10, google 1/10 for not having it out of 10.",5,Valid,incredible team amazing efficiency theres no way i cant give these guys  stars their pick in partners is incredible the amount you pay for support is very very very very well deserved and there is a reason why they have been here for years and have been hosting some of the biggest mc youtubers events and servers  google  for not having it out of ,"['incredible', 'team', 'amazing', 'efficiency', 's', 'way', 'nt', 'guys', ' ', 'stars', 'pick', 'partners', 'incredible', 'pay', 'support', 'deserved', 'reason', 'years', 'hosting', 'biggest', 'mc', 'youtubers', 'events', 'servers', ' ', 'google', ' ', 'having']",28,0.014705882352941176,POSITIVE,73,admiration
Dustin Hall,I have been using MCPH for a few months now and they have made running a mc server easy for me with helping set the server up and if i ever had any problems what so ever they where quick to resolve the issue i plan on sticking with them for a long time!,5,Valid,i have been using mcph for a few months now and they have made running a mc server easy for me with helping set the server up and if i ever had any problems what so ever they where quick to resolve the issue i plan on sticking with them for a long time,"['mcph', 'months', 'running', 'mc', 'server', 'easy', 'helping', 'set', 'server', 'problems', 'quick', 'resolve', 'issue', 'plan', 'sticking', 'long', 'time']",17,0.037037037037037035,NEGATIVE,66,approval
Kyle Walsh,"Good servers and friendly customer service who knows what theyre talking about and help you quickly and efficiently, all in all good comapny to choose to run your servers",4,Valid,good servers and friendly customer service who knows what theyre talking about and help you quickly and efficiently all in all good comapny to choose to run your servers,"['good', 'servers', 'friendly', 'customer', 'service', 'knows', 'talking', 'help', 'quickly', 'efficiently', 'good', 'comapny', 'choose', 'run', 'servers']",15,0.0,POSITIVE,54,admiration
ItsManamus Clips & Highlights,"Aside you guys send me an email without me being part of your service I shall repost my Trustpilot review.

This host is really Disappointing...

Overall the prices are really high compared to others. The Server you buy will run into trouble if to many explore at once. I have bought Witch pack and was not able to run; Modded and Vanilla stable without having tickskipping/bad tps.

But, the interface is super clean. Easy to use and handy. I just expected more for that kind of money.",1,Valid,"aside you guys send me an email without me being part of your service i shall repost my trustpilot review

this host is really disappointing

overall the prices are really high compared to others the server you buy will run into trouble if to many explore at once i have bought witch pack and was not able to run modded and vanilla stable without having tickskippingbad tps

but the interface is super clean easy to use and handy i just expected more for that kind of money","['aside', 'guys', 'send', 'email', 'service', 'shall', 'repost', 'trustpilot', 'review', '\n\n', 'host', 'disappointing', '\n\n', 'overall', 'prices', 'high', 'compared', 'server', 'buy', 'run', 'trouble', 'explore', 'bought', 'witch', 'pack', 'able', 'run', 'modded', 'vanilla', 'stable', 'having', 'tickskippingbad', 'tps', '\n\n', 'interface', 'super', 'clean', 'easy', 'use', 'handy', 'expected', 'kind', 'money']",43,0.034482758620689655,NEGATIVE,81,none
probablypablito,"Works really well. I had an issue with backups but it got fixed upon notifying them. A little bit expensive, but most definitively worth it especially with the new control panel which looks amazing",5,Valid,works really well i had an issue with backups but it got fixed upon notifying them a little bit expensive but most definitively worth it especially with the new control panel which looks amazing,"['works', 'issue', 'backups', 'got', 'fixed', 'notifying', 'little', 'bit', 'expensive', 'definitively', 'worth', 'especially', 'new', 'control', 'panel', 'looks', 'amazing']",17,0.058823529411764705,POSITIVE,55,admiration
Jack Sullivan,"Server setup was super easy and was able to easily resolve any technical queries that I might have had, service was super reliable and maintenance periods are super small and easy to manage, easily the most responsive tech support team ever!",5,Valid,server setup was super easy and was able to easily resolve any technical queries that i might have had service was super reliable and maintenance periods are super small and easy to manage easily the most responsive tech support team ever,"['server', 'setup', 'super', 'easy', 'able', 'easily', 'resolve', 'technical', 'queries', 'service', 'super', 'reliable', 'maintenance', 'periods', 'super', 'small', 'easy', 'manage', 'easily', 'responsive', 'tech', 'support', 'team']",23,0.024390243902439025,POSITIVE,59,admiration
keegan hoculak,"I swapped over to MCPro after using another service for a while. Much easier to use, much easier to get help. Wonder support staff. I asked about a mod pack and within two days, it was added. Beauties!
The price is a little more than the competition, but you get what you pay for. I recommend shelling it out for the added bonuses.",5,Valid,"i swapped over to mcpro after using another service for a while much easier to use much easier to get help wonder support staff i asked about a mod pack and within two days it was added beauties
the price is a little more than the competition but you get what you pay for i recommend shelling it out for the added bonuses","['swapped', 'mcpro', 'service', 'easier', 'use', 'easier', 'help', 'wonder', 'support', 'staff', 'asked', 'mod', 'pack', 'days', 'added', 'beauties', '\n', 'price', 'little', 'competition', 'pay', 'recommend', 'shelling', 'added', 'bonuses']",25,0.047619047619047616,NEGATIVE,61,approval
Omari Bateman,"overall, genuinely good server hosting site.",4,Valid,overall genuinely good server hosting site,"['overall', 'genuinely', 'good', 'server', 'hosting', 'site']",6,0.0,POSITIVE,42,none
Sg'mun Rig Anu Azath-Thoth,"Outstanding service so far, I've set up my server with them and the options for Automatic Backup, automation and others have made my task easier, I'm glad to be client since they make thing so easy to properly setup a functional server",5,Valid,outstanding service so far ive set up my server with them and the options for automatic backup automation and others have made my task easier im glad to be client since they make thing so easy to properly setup a functional server,"['outstanding', 'service', 'far', 've', 'set', 'server', 'options', 'automatic', 'backup', 'automation', 'task', 'easier', 'm', 'glad', 'client', 'thing', 'easy', 'properly', 'setup', 'functional', 'server']",21,0.0,POSITIVE,60,admiration
Orange Kraken,Great Minecraft host. Lots of options. Great customer service,5,Valid,great minecraft host lots of options great customer service,"['great', 'minecraft', 'host', 'lots', 'options', 'great', 'customer', 'service']",8,0.0,POSITIVE,44,admiration
Aiden Kemp,"This a great hosting service, and if you've never hosted a server before MCprohosting is the way to go, everything is made simple and easy with the control panel, to restarting to changing the MOTD, my server has never been down once and it runs very well.",5,Valid,this a great hosting service and if youve never hosted a server before mcprohosting is the way to go everything is made simple and easy with the control panel to restarting to changing the motd my server has never been down once and it runs very well,"['great', 'hosting', 'service', 've', 'hosted', 'server', 'mcprohosting', 'way', 'simple', 'easy', 'control', 'panel', 'restarting', 'changing', 'motd', 'server', 'runs']",17,0.02127659574468085,POSITIVE,63,admiration
Akmaneth,"their servers are amazing, and it's for a good price as well",5,Valid,their servers are amazing and its for a good price as well,"['servers', 'amazing', 'good', 'price']",4,0.0,POSITIVE,45,admiration
Erinvor,"I got a server for myself and friends to play on. Originally, it was for vanilla mc and it was amazing. We ended up wanting to do modded, so I got a bigger plan and it was very well organized. Just fairly limited on the amount of mod packs available to play on.",4,Valid,i got a server for myself and friends to play on originally it was for vanilla mc and it was amazing we ended up wanting to do modded so i got a bigger plan and it was very well organized just fairly limited on the amount of mod packs available to play on,"['got', 'server', 'friends', 'play', 'originally', 'vanilla', 'mc', 'amazing', 'ended', 'wanting', 'modded', 'got', 'bigger', 'plan', 'organized', 'fairly', 'limited', 'mod', 'packs', 'available', 'play']",21,0.03773584905660377,POSITIVE,65,none
Floofsy,I just started and I got answers to all my questions in seconds! I'm hoping the quality of the server itself will be as good as the staff. <3,5,Valid,i just started and i got answers to all my questions in seconds im hoping the quality of the server itself will be as good as the staff ,"['started', 'got', 'answers', 'questions', 'seconds', 'm', 'hoping', 'quality', 'server', 'good', 'staff']",11,0.06896551724137931,POSITIVE,52,optimism
Bailey_ MM,"This has been a good hosting site for my use, the only thing that I would like to be added, is some updating for the tutorials, because some of them if not all, are for the old interface; fixing this would make a better user experience with troubleshooting and learning what you can do with the service.
overall top quality, keep getting better.",4,Valid,"this has been a good hosting site for my use the only thing that i would like to be added is some updating for the tutorials because some of them if not all are for the old interface fixing this would make a better user experience with troubleshooting and learning what you can do with the service
overall top quality keep getting better","['good', 'hosting', 'site', 'use', 'thing', 'like', 'added', 'updating', 'tutorials', 'old', 'interface', 'fixing', 'better', 'user', 'experience', 'troubleshooting', 'learning', 'service', '\n', 'overall', 'quality', 'getting', 'better']",23,0.015873015873015872,NEGATIVE,71,none
Collin Parkin,I hosted a server for a while and absolutely loved the experience. I really like the detailed specifications of the servers. Also a really good price.,5,Valid,i hosted a server for a while and absolutely loved the experience i really like the detailed specifications of the servers also a really good price,"['hosted', 'server', 'absolutely', 'loved', 'experience', 'like', 'detailed', 'specifications', 'servers', 'good', 'price']",11,0.07692307692307693,POSITIVE,51,admiration
Peter Gedeon,"Great service, they provide great servers, and they help you solve any problems you might have (or at least they solve mine... I'm bad at this stuff, and I still can figure out most of it, and anything I can't they can help/explain it to me.)

One thing I would suggest (not sure if it isn't already there) is that they add some way to invite people over to test things for an outsider's perspective.",5,Valid,"great service they provide great servers and they help you solve any problems you might have or at least they solve mine im bad at this stuff and i still can figure out most of it and anything i cant they can helpexplain it to me

one thing i would suggest not sure if it isnt already there is that they add some way to invite people over to test things for an outsiders perspective","['great', 'service', 'provide', 'great', 'servers', 'help', 'solve', 'problems', 'solve', 'm', 'bad', 'stuff', 'figure', 'nt', 'helpexplain', '\n\n', 'thing', 'suggest', 'sure', 'nt', 'add', 'way', 'invite', 'people', 'test', 'things', 'outsiders', 'perspective']",28,0.04,NEGATIVE,76,admiration
DoomerSlice,"Wayyyyyy too expensive, I got a way better offer with other services for the same price. 4GB of RAM with only 5 players on a Vanilla Minecraft server and it lagged like crazy, we didn't even load that many chunks! I'm making this 2 star instead of 1 star though because cancellation was easy and customer support was nice, as well as the control panel being simple to understand. Just work on the prices and then it'll be all good.",2,Rant,wayyyyyy too expensive i got a way better offer with other services for the same price gb of ram with only  players on a vanilla minecraft server and it lagged like crazy we didnt even load that many chunks im making this  star instead of  star though because cancellation was easy and customer support was nice as well as the control panel being simple to understand just work on the prices and then itll be all good,"['wayyyyyy', 'expensive', 'got', 'way', 'better', 'offer', 'services', 'price', 'gb', 'ram', ' ', 'players', 'vanilla', 'minecraft', 'server', 'lagged', 'like', 'crazy', 'nt', 'load', 'chunks', 'm', 'making', ' ', 'star', 'instead', ' ', 'star', 'cancellation', 'easy', 'customer', 'support', 'nice', 'control', 'panel', 'simple', 'understand', 'work', 'prices', 'll', 'good']",41,0.0375,POSITIVE,69,none
General Dhruv,Just Awesome everything is just great,5,Ad,just awesome everything is just great,"['awesome', 'great']",2,0.0,POSITIVE,42,admiration
Loganrithm,"TL;DR 10/10 Server, Totally recommend them

MCProHosting Is Definitely The Best Server Hosting Platform. I bought a 4gb Minecraft server and it has been smooth sailing ever since, and if its not, their customer service is amazing! Its Super Stream Line To Change Settings Of Your Server. Unlike other server hosters like shock byte, Mcprohosting made their own interface instead of the classic one. Overall 10/10 Server Hosting, Worth Every Penny You Pay",5,Ad,"tldr  server totally recommend them

mcprohosting is definitely the best server hosting platform i bought a gb minecraft server and it has been smooth sailing ever since and if its not their customer service is amazing its super stream line to change settings of your server unlike other server hosters like shock byte mcprohosting made their own interface instead of the classic one overall  server hosting worth every penny you pay","['tldr', ' ', 'server', 'totally', 'recommend', '\n\n', 'mcprohosting', 'definitely', 'best', 'server', 'hosting', 'platform', 'bought', 'gb', 'minecraft', 'server', 'smooth', 'sailing', 'customer', 'service', 'amazing', 'super', 'stream', 'line', 'change', 'settings', 'server', 'unlike', 'server', 'hosters', 'like', 'shock', 'byte', 'mcprohosting', 'interface', 'instead', 'classic', 'overall', ' ', 'server', 'hosting', 'worth', 'penny', 'pay']",44,0.0273972602739726,POSITIVE,75,none
Matthew Rush,"I have been with MCProHosting for over a year now and frankly I wouldn't recommend them to anyone.

The positives: Server management is easy and during their opening hours their support livechat is responsive.

Negatives: Multiple periods of downtime, some days in length. Discounts on future bills don't really make up for not being able to use my server. My server has been migrated onto a new machine/assigned a new IP at least once without me being notified resulting in me having to update domain DNS records. The company seems to have a cult like following who jump on anyone who has a genuine complaint and tries to raise this via their discord.

I have used other hosts in the past and could easily host the server myself, but thought it would remove the hassle by using a professional serer host. It did not.

They call themselves MC Pro Hosting but they don't seem that professional to me.",2,Rant,"i have been with mcprohosting for over a year now and frankly i wouldnt recommend them to anyone

the positives server management is easy and during their opening hours their support livechat is responsive

negatives multiple periods of downtime some days in length discounts on future bills dont really make up for not being able to use my server my server has been migrated onto a new machineassigned a new ip at least once without me being notified resulting in me having to update domain dns records the company seems to have a cult like following who jump on anyone who has a genuine complaint and tries to raise this via their discord

i have used other hosts in the past and could easily host the server myself but thought it would remove the hassle by using a professional serer host it did not

they call themselves mc pro hosting but they dont seem that professional to me","['mcprohosting', 'year', 'frankly', 'nt', 'recommend', '\n\n', 'positives', 'server', 'management', 'easy', 'opening', 'hours', 'support', 'livechat', 'responsive', '\n\n', 'negatives', 'multiple', 'periods', 'downtime', 'days', 'length', 'discounts', 'future', 'bills', 'nt', 'able', 'use', 'server', 'server', 'migrated', 'new', 'machineassigned', 'new', 'ip', 'notified', 'resulting', 'having', 'update', 'domain', 'dns', 'records', 'company', 'cult', 'like', 'following', 'jump', 'genuine', 'complaint', 'tries', 'raise', 'discord', '\n\n', 'hosts', 'past', 'easily', 'host', 'server', 'thought', 'remove', 'hassle', 'professional', 'serer', 'host', '\n\n', 'mc', 'pro', 'hosting', 'nt', 'professional']",70,0.0379746835443038,NEGATIVE,100,neutral
Jim Kaminski,so far i am using their herobrine plan and it is performing perfectly just takes a little for support to respond when we ask for more ram to run bigger modpacks,4,Valid,so far i am using their herobrine plan and it is performing perfectly just takes a little for support to respond when we ask for more ram to run bigger modpacks,"['far', 'herobrine', 'plan', 'performing', 'perfectly', 'takes', 'little', 'support', 'respond', 'ask', 'ram', 'run', 'bigger', 'modpacks']",14,0.0,POSITIVE,55,approval
Burbie,Great support and servers run very very well!,5,Valid,great support and servers run very very well,"['great', 'support', 'servers', 'run']",4,0.0,POSITIVE,43,admiration
Lance Labno,"My son enjoys his Minecraft server with MCProHosting.   Before choosing, he did his research on similar companies offering Minecraft hosting.   He chose MCProhosting for it's ease of use, having a fast ping to our house, and ability to create free automated daily backups.  Besides paying, I have not been involved with his Minecraft adventures.

In recent months, I have seen his enthusiasm for coding, server management and creating games that involve alot of time communicating and negotiating with his peers.",5,Valid,"my son enjoys his minecraft server with mcprohosting   before choosing he did his research on similar companies offering minecraft hosting   he chose mcprohosting for its ease of use having a fast ping to our house and ability to create free automated daily backups  besides paying i have not been involved with his minecraft adventures

in recent months i have seen his enthusiasm for coding server management and creating games that involve alot of time communicating and negotiating with his peers","['son', 'enjoys', 'minecraft', 'server', 'mcprohosting', '  ', 'choosing', 'research', 'similar', 'companies', 'offering', 'minecraft', 'hosting', '  ', 'chose', 'mcprohosting', 'ease', 'use', 'having', 'fast', 'ping', 'house', 'ability', 'create', 'free', 'automated', 'daily', 'backups', ' ', 'paying', 'involved', 'minecraft', 'adventures', '\n\n', 'recent', 'months', 'seen', 'enthusiasm', 'coding', 'server', 'management', 'creating', 'games', 'involve', 'alot', 'time', 'communicating', 'negotiating', 'peers']",49,0.025,NEGATIVE,78,neutral
Remington Young,Had a server with this company for many years and they have always been great,5,Valid,had a server with this company for many years and they have always been great,"['server', 'company', 'years', 'great']",4,0.0,POSITIVE,47,admiration
BlazingBlue,"Great service, easy to use and understand. It has many modpacks to choose from and many different versions of vanilla and spigot for those who want plugins, I could not suggest a better site to someone who wants a great server at a great price. One thing I would suggest is a easier way to get custom maps and install them.",5,Valid,great service easy to use and understand it has many modpacks to choose from and many different versions of vanilla and spigot for those who want plugins i could not suggest a better site to someone who wants a great server at a great price one thing i would suggest is a easier way to get custom maps and install them,"['great', 'service', 'easy', 'use', 'understand', 'modpacks', 'choose', 'different', 'versions', 'vanilla', 'spigot', 'want', 'plugins', 'suggest', 'better', 'site', 'wants', 'great', 'server', 'great', 'price', 'thing', 'suggest', 'easier', 'way', 'custom', 'maps', 'install']",28,0.03278688524590164,POSITIVE,69,admiration
Esher Tollefson,pretty good. they have good customer support but its a little overpriced,4,Valid,pretty good they have good customer support but its a little overpriced,"['pretty', 'good', 'good', 'customer', 'support', 'little', 'overpriced']",7,0.0,NEGATIVE,44,admiration
