user_name,review_text,rating,label
Deborah LoDuca,Love this liposomal supplement. Fast acting just in time for flu and cold season.,5,Valid
Lena G.,"Atlanova's Vitamin C is helping keep my skin clear and youthful. I also noticed that taking Atlanova's Liposomal Vitamin C and Atlanova's Multivitamin is helping in giving my immune system the boost I need during cold and flu season. Taking these Vitamins along with some very light exercise I have noticed that I dropped a few inches off my waist and I am able to fit into all my jeans and pants that I wore prior to having kids! Love this company, their mission, and their dedication to their clients and their optimal overall health.",5,Valid
Megan Cianflone,Atlanova has a great multivitamin supplement that helped boost my levels and get them where they needed to be. My doctor suggested for me to take a good multivitamin supplement so I started researching and found out about liposomal technology and how it has higher absorption and higher bioavailability properties and tried out Atlanova brand. I would definitely recommend everyone try out Atlanova’s liposomal vitamins!!!,5,Valid
Marena Zakhary,Amazing quality liposomal supplements. Atlanova’s Melatonin liposomal worked great in helping me fall asleep faster.,5,Valid
Jessica Pillitteri,Saw an advertisement on Instagram and decided to give this company a try! Upon educating myself on liposomal supplements I  became very intrigued. Atlanova is a great company and has amazing supplements. I recommend their liposomal Melatonin for a restful nights sleep.,5,Ad
Emily Derr,I enrolled in TLA and did a coaching intensive with Nicole. I made major shifts in my personal life and cleared limiting beliefs about relationships. Definitely an investment worthwhile!,5,Irrelevant
Ashleigh Hack,great experience. thank you,5,Irrelevant
Lovethejabberwocky 228,I've had a great experience,5,Irrelevant
Hannah Lewis,Nicole is amazing.,5,Irrelevant
Carina Gous,Love love works!,5,Irrelevant
Dayna W,The real deal!,5,Irrelevant
Brandy Johnson,Lovee the experience,5,Irrelevant
Maria Correa,"(Translated by Google) Nicole is great !! All the programs I did with her taught me a lot and what is learned not only applies specifically to relationships but they are also teachings in general for life. I am very happy to belong to your community.

(Original)
Nicole es genial!! Todos los programas que hice con ella me enseñaron mucho y lo que se aprende no solo se aplica específicamente a las relaciones sino que también son enseñanzas en general para la vida. Estoy muy contenta de pertenecer a su comunidad.",5,Irrelevant
H. Sylvester,"Skates Guru, Inc. is easy to order items for figure skating.  They are happy to discuss items that are available, and future items they anticipate adding to their site. Returns/ Exchanges are simple and without hassle.  I recommend shopping at Skates Guru, Inc. and I will definitely continue making purchases from them.",5,Valid
Alfred Amirkhanian,Friendly people work here !! Good place to get your skating gears.,5,Valid
Yi He,"They have experts in ice skates fitting. Without customers going to the store, they have a good recommendation of leveled skates for you based on your feet measurement.",5,Valid
rodolfo López,"I had to buy some ice skates for myself, I ordered them with Skate Guru, they were very friendly and the delivery was extremely fast. The product I received is of good quality with respect to the price. There are almost no ice skates of my measurement but they had them, I will definitely order again with you. I loved his work and his kindness.",5,Valid
Valary Sheshina,Great ice skates!! They are perfectly fit and very comfortable. Shipping was inexpensive and I received my item in unexpectedly short time.,5,Valid
Irina,"I am very unhappy with a website! Their website shows that all sizes are available and you actually put stuff in a cart and buy them and then 2 days later you will have an email saying sorry this item is out of stock! Well you will get a refund. No worries! But how frustrating is that! To buy, wait and then get refund. And don't even try to reach customer service representatives by phone. Write emails and be ready to wait 1-2 days before they respond. So if you ever decide to order anything from this guru site first talk to them via email FIRST to check if they REALLY have this item AVAILABLE.",2,Rant
Goce V.,So easy to find ice skates that what was needed and very easy to order. Without issues. Swift delivery.,5,Valid
Oliver Stain,Great customer service! I very appreciate for advice and that ice skates is so great!,5,Valid
Avis Stitt,They always have a great selection of ice skates.,5,Valid
Shahriar Ahmed Shah,"Great figure skates, awesome price",5,Valid
Md Minhaz,Just got another package. Thank You!,5,Irrelevant
fakibuzz h,Great customer service!,5,Valid
D Keyless,Laurie’s work is AMAZING!!  Thank you!!,5,Irrelevant
Edith Koczak- Vida y Salud,"(Translated by Google) Beautiful landscape

(Original)
Hermoso paisaje",5,Irrelevant
Evelyn Aimée De Jesús,"I've known Counsel Lozada for more than 10 years.

She is an inquisitive and results oriented attorney who fosters high ethical standards.

Do not hesitate to reach out to Ms. Lozada for your legal needs!",5,Ad
NOEL GONZALEZ,"(Translated by Google) Excellent and I recommend it

(Original)
Excelente y la recomiendo",5,Valid
Jaime De Alba,"(Translated by Google) Very professional and dedicated to the client, very good communication from the entire work team and keeps the client aware of the entire process. I recommend it 100%

(Original)
Muy profesional y dedicada al cliente, muy buena comunicación dr parte de todo el equipo de trabajo y mantiene al cliente al tanto de todo el proceso. La recomiendo 100%",5,Valid
Tripp Mullenax,"Absolutely horrible customer service.  The item was not true to size.  They showed zero empathy with their little ""in store credit only"" and zero refund. They seem to be all about getting money at all costs regardless of the so called customer. Stay away from these folks... Never again!!!",1,Rant
MK Kendall,Just received a motorcycle chain bracelet that I ordered Monday. 4 day ship and the bracelet is way better than expected. 5+ stars,5,Valid
Gary Griggers,Fast shipping and great prices! Good selection of gear as well,5,Valid
Nathan Emmerich,"Sold me some poorly made gloves, was difficult to deal with on a return. Good helmet though",3,Valid
Michael O'Mara,"I was a customer since pretty much 2014. So up until the last year I was a relatively happy customer. Mostly Minecraft, but I did use them for ark at one point. Then about 8 months ago I get an email saying I didn’t pay, but I had. Contacted support and with 24 hours they fixed and apologized.

On March 2nd they again said I didn’t pay. I contacted support and a few hours later they acknowledged that it was an error and marked it paid. This morning on the 6th I suddenly was informed via email that my server was suspended for non payment. I had no open invoices. I had zero owed.

I canceled my service.

Enough was enough. I will say this that support does respond quickly and I do believe they are very helpful, but the program/service they use to bill people is unreliable at best.",2,Rant
Cole Legare,i know little about server stuff. but luckily these guys have helped the few times ive needed it and solved my issues quickly and efficiently. for the money its worth it for sure,5,Valid
Gabe Keener,I have an ark server with a couple of friends and it has been fantastic. The server has been great and has even been able to handle all of us messing around on ark which not all servers we have tried can handle. I have been using their servers for only a few months but hope to use them for a long time!,5,Valid
Courtney Tracy,"Mcprohosting is absolutely one of the best out there! My husband and I love playing modpacks together, and at the very beginning I had no idea what I was doing. The first person I spoke with set up the server for me. When we changed our modpack, I asked the second person to please walk me through it, so I didn't have to keep asking for them to set it up. The person happily obliged and before too long I could move it over on my own. Everyone there is very helpful. Very much worth the money we spend, since I seem to have questions all the time!

The only thing I do suggest is asking the customer if they can understand and follow along with an article on the subject. Some people have a hard time following those articles (I am one od those people).",5,Valid
Elliot Hamilton-Boucher,"Reliable servers, even from northern areas of Canada. Intended to play just for a month but it was worth keeping for longer. My family is very happy with the service. Chat support is awesome as well. Setting up a server is one click. Highly recommended.",5,Valid
Korey Webb,"I wanted to setup some specific plugins for a minecraft server, and I was never able to figure it out. The dashboard was confusing and the server seemed sluggish to start. I got those plugins working and stable on another provider and cancelled my server with MCPro. From what I understand, if you cancel within a few days of starting your server you should get a full refund. I am still waiting on my $15 refund for my server that I had for all of 24 hrs.",1,Valid
Leon Heatley,"Bought the villager package and around 4GB RAM for the server (Minecraft Java modded FTB server), I only had a small freezing problem on the server but the staff were able to fix it most of the time but the problem did reacquire. The staff are professional and easy to talk too. would recommend them to others in future.",4,Valid
Fyena,Had a flawless experience until the server somehow crashed after two months. Asked their helpdesk to rollback the files because some of them were corrupted but their backup service corrupted the whole world instead. If making backups every single day this'd be one of the better hosts I've gotten for the price.,4,Rant
Wisam Amid,"Server setup was a breeze! The best part is the support you get, even if you don't know what you're doing, the reps help you out. They literally installed maps, configured them and even recommended where I can go look for other maps for Minecraft. Extremely helpful and friendly.",5,Valid
Aravind Karthigeyan,"Pretty decent, but expensive. It's really good for larger servers, but not worth it for smaller ones",4,Valid
Kohl Shemilt,"Incredible team, amazing efficiency, theres no way i cant give these guys 5 stars. Their pick in partners is incredible, the amount you pay for support is very very very very well deserved, and there is a reason why they have been here for years, and have been hosting some of the biggest MC youtubers events and servers. 10/10, google 1/10 for not having it out of 10.",5,Valid
Dustin Hall,I have been using MCPH for a few months now and they have made running a mc server easy for me with helping set the server up and if i ever had any problems what so ever they where quick to resolve the issue i plan on sticking with them for a long time!,5,Valid
Kyle Walsh,"Good servers and friendly customer service who knows what theyre talking about and help you quickly and efficiently, all in all good comapny to choose to run your servers",4,Valid
ItsManamus Clips & Highlights,"Aside you guys send me an email without me being part of your service I shall repost my Trustpilot review.

This host is really Disappointing...

Overall the prices are really high compared to others. The Server you buy will run into trouble if to many explore at once. I have bought Witch pack and was not able to run; Modded and Vanilla stable without having tickskipping/bad tps.

But, the interface is super clean. Easy to use and handy. I just expected more for that kind of money.",1,Valid
probablypablito,"Works really well. I had an issue with backups but it got fixed upon notifying them. A little bit expensive, but most definitively worth it especially with the new control panel which looks amazing",5,Valid
Jack Sullivan,"Server setup was super easy and was able to easily resolve any technical queries that I might have had, service was super reliable and maintenance periods are super small and easy to manage, easily the most responsive tech support team ever!",5,Valid
keegan hoculak,"I swapped over to MCPro after using another service for a while. Much easier to use, much easier to get help. Wonder support staff. I asked about a mod pack and within two days, it was added. Beauties!
The price is a little more than the competition, but you get what you pay for. I recommend shelling it out for the added bonuses.",5,Valid
Omari Bateman,"overall, genuinely good server hosting site.",4,Valid
Sg'mun Rig Anu Azath-Thoth,"Outstanding service so far, I've set up my server with them and the options for Automatic Backup, automation and others have made my task easier, I'm glad to be client since they make thing so easy to properly setup a functional server",5,Valid
Orange Kraken,Great Minecraft host. Lots of options. Great customer service,5,Valid
Aiden Kemp,"This a great hosting service, and if you've never hosted a server before MCprohosting is the way to go, everything is made simple and easy with the control panel, to restarting to changing the MOTD, my server has never been down once and it runs very well.",5,Valid
Akmaneth,"their servers are amazing, and it's for a good price as well",5,Valid
Erinvor,"I got a server for myself and friends to play on. Originally, it was for vanilla mc and it was amazing. We ended up wanting to do modded, so I got a bigger plan and it was very well organized. Just fairly limited on the amount of mod packs available to play on.",4,Valid
Floofsy,I just started and I got answers to all my questions in seconds! I'm hoping the quality of the server itself will be as good as the staff. <3,5,Valid
Bailey_ MM,"This has been a good hosting site for my use, the only thing that I would like to be added, is some updating for the tutorials, because some of them if not all, are for the old interface; fixing this would make a better user experience with troubleshooting and learning what you can do with the service.
overall top quality, keep getting better.",4,Valid
Collin Parkin,I hosted a server for a while and absolutely loved the experience. I really like the detailed specifications of the servers. Also a really good price.,5,Valid
Peter Gedeon,"Great service, they provide great servers, and they help you solve any problems you might have (or at least they solve mine... I'm bad at this stuff, and I still can figure out most of it, and anything I can't they can help/explain it to me.)

One thing I would suggest (not sure if it isn't already there) is that they add some way to invite people over to test things for an outsider's perspective.",5,Valid
DoomerSlice,"Wayyyyyy too expensive, I got a way better offer with other services for the same price. 4GB of RAM with only 5 players on a Vanilla Minecraft server and it lagged like crazy, we didn't even load that many chunks! I'm making this 2 star instead of 1 star though because cancellation was easy and customer support was nice, as well as the control panel being simple to understand. Just work on the prices and then it'll be all good.",2,Rant
General Dhruv,Just Awesome everything is just great,5,Ad
Loganrithm,"TL;DR 10/10 Server, Totally recommend them

MCProHosting Is Definitely The Best Server Hosting Platform. I bought a 4gb Minecraft server and it has been smooth sailing ever since, and if its not, their customer service is amazing! Its Super Stream Line To Change Settings Of Your Server. Unlike other server hosters like shock byte, Mcprohosting made their own interface instead of the classic one. Overall 10/10 Server Hosting, Worth Every Penny You Pay",5,Ad
Matthew Rush,"I have been with MCProHosting for over a year now and frankly I wouldn't recommend them to anyone.

The positives: Server management is easy and during their opening hours their support livechat is responsive.

Negatives: Multiple periods of downtime, some days in length. Discounts on future bills don't really make up for not being able to use my server. My server has been migrated onto a new machine/assigned a new IP at least once without me being notified resulting in me having to update domain DNS records. The company seems to have a cult like following who jump on anyone who has a genuine complaint and tries to raise this via their discord.

I have used other hosts in the past and could easily host the server myself, but thought it would remove the hassle by using a professional serer host. It did not.

They call themselves MC Pro Hosting but they don't seem that professional to me.",2,Rant
Jim Kaminski,so far i am using their herobrine plan and it is performing perfectly just takes a little for support to respond when we ask for more ram to run bigger modpacks,4,Valid
Burbie,Great support and servers run very very well!,5,Valid
Lance Labno,"My son enjoys his Minecraft server with MCProHosting.   Before choosing, he did his research on similar companies offering Minecraft hosting.   He chose MCProhosting for it's ease of use, having a fast ping to our house, and ability to create free automated daily backups.  Besides paying, I have not been involved with his Minecraft adventures.

In recent months, I have seen his enthusiasm for coding, server management and creating games that involve alot of time communicating and negotiating with his peers.",5,Valid
Remington Young,Had a server with this company for many years and they have always been great,5,Valid
BlazingBlue,"Great service, easy to use and understand. It has many modpacks to choose from and many different versions of vanilla and spigot for those who want plugins, I could not suggest a better site to someone who wants a great server at a great price. One thing I would suggest is a easier way to get custom maps and install them.",5,Valid
Esher Tollefson,pretty good. they have good customer support but its a little overpriced,4,Valid
Bill Cundiff,"I tried to set up a server on a Sunday. They advertise setup in minutes. I waited all night and nothing happened. Monday afternoon I contacted their live chat and was told their system was having trouble. No estimate on when it would be up, but if I put in a ticket with the billing dept they would set it up manually in about 3 hours or so. I did that, but got no response. I got an email the next day saying I hadn't paid my bill, untrue and I have proof. I replied to my ticket saying I want cancellation and a refund. Then I went to Shockbyte and had a server up in minutes. No response from MCPro, but I got an email saying hey, your server is ready. Its Thursday night and I still haven't heard back. For the premium amount they charge you would think the service would be better. Its the worst!",1,Rant
TristenKnowsBest,"I've been very happy with talking to people who know how to help me and do it very positively, excellent customer service.

I took a star back because:  every. single. time. I tried to use the website/my server, there was ALWAYS something. It was updating, service unavailable or my server just wont work etc etc, I very much think it may have been sheer coincidence, but alas, it wasn't too great for me in the end

edit: small detail I overlooked, was that all the problems did get resolved. It may have taken a day or two(personally) at maximum depending on the severity of the problem.",4,Valid
Versa,"just terrible. dont use this site, thats all i have to say",1,Rant
Ando Velev,"Great for hosting a server, customer service is helpful",5,Valid
Zack Schlereth,Very helpful whenever I need assistance with anything.,5,Valid
Redster 1738,"Hosted a server a good few times, loved every minute of it. By far the best Hosting service.",4,Valid
FibroWolf,"I have a partnered server with mcprohosting and when i first joined i had a small issue. I went to the live chat , the staff were very courteous and the issue was sorted within 2 minutes. I have had no issues with the service since. They also have a discord which is well staffed and has helpful links to help with any minor problems that may arise.",5,Valid
Marcos Arosa,"I tried to create a modded server with my friends. We started with 4 ram, but it wasn't enough, so we upgrade to 6 GB, which is 30 € moreless. In the beginning the server worked fine with only one user (me) with 80 mods moreless. So, I opened it for my friends (5) and, oh God, the lag was amazing. I talked with the support team but it was really useless. So I asked for a refund. However, they told me that they couldn't give me some of my money back because I used a promo code.

TRASH hosting, I'll never use my account again. If someone wants 15$ for free, contact with me... omg.",1,Rant
InhabitedFool,"Got this service for a server for me and my friends to play on and it's been amazing, never had any serious issues, anytime I needed help with setting things up, used the live chat and was sorted within minutes! Cannot recommend MCProHosting enough for anyone who wants a server!",5,Valid
Robert Moyle,"Started off really well until i realized I never recieved my dedicated IP I ordered. Took them a week to respond, just to say oops sorry we dont have any heres h refund. At this point I could no longer recieve a money back guarantee refund. Customer service is a joke. Wish it was better",2,Rant
Jayden Chang,"Played on someone else's server, and the quality was amazing, even with a bunch of people on. I just wish Minecraft server hosting had a free tier.",5,Irrelevant
Max Burgess,MCProHosting is much cheaper then the alternatives. I used to pay ~$12AUD for Minecraft Realms but now I pay ~$5AUD for MCProHosting. My wallet praises them.,5,Valid
Liko,"So just for a heads-up, this was posted on Trust Pilot, but was removed.

I was paying for the Herobrine package, which is ""unlimited"" RAM. I read the terms on that prior to purchasing: starts at 8gb and gets increased in increments of 2 up to 16gb, as needed. Fine, thats alright. I was expecting to need about 12 for my SMP server.

I opted for the upgraded support & management package, an extra $5/mo. This comes with +1 GB of ram for your server, neat.

Immediately upon starting my server for the first time (we transferred the world from a different host)- we were instantly struck with server issues. I requested more RAM, and they obliged- taking us up from 8 to 10. I then asked about my +1 from the extra package, which they said was applied as a +1 to the 8, bringing us to 9- then the ticket went through for 8-10, bringing our total up to 10. I lost my +1, Irritating, but oh well. At least I have upgraded support, right?

During this time, the server got a little bit better- the usage statistics were implemented on the panel. They are wildly inaccurate. It would say our RAM was constantly maxed out and our CPU never reached above 1-2%. When I asked support they said that Its ""not a measure of what is being used, but rather what is available, I can assure you that you're not using all of your RAM."" All the while our server was nearing 400-500 ticks behind, constantly.

I opened several support tickets, one on my subdomain not working, one on players unable to connect through the IP address (only some players, despite being whitelisted), and on server performance (which I only did because their live chat support would urge me to write a ticket). Ticket response times were upwards of FOUR days.

Live chat and support ran me in circles trying to swap my server off of vanilla and adding plugins to control lag, which I begrudgingly did- nothing improved. Then, upon requesting RAM once again they told me that the server was not using its current resources and this could not be granted.

I cannot in good conscience recommend MCProHosting, especially at that price point.",1,Irrelevant
Charlie,"A bit expensive, and I wish it were easier to use plugins on your server.",4,Valid
Zero Man,Services are pritty good when in use however i had issues at the start being put on a bad server node which made me unable to use the service 3-4d until they sorted out the node issues id wish i was able to experience the whole 30d which is what i paid for and allthough it is only 4 days if u paid for a hotal and get there and they say your rooms arnt ready for another 4 days you would expect them to either give u a room or extend the stay once the service was up and running it was fine but feal like i lacked the full experience of it to be honest,3,Irrelevant
Michael Forgie,I’ve had nothing but good experience with them Any issues I’ve had they have help me right away and the chat with someone right away is so nice not having to wait for an email back which could take hours if not more,5,Valid
Greg Wolkins,"I used to run a small Minecraft server with MCPH many years ago.  I just recently got back into Minecraft and went with some random hosting company (cheap) because I could not remember who I hosted with before. I kept thinking ""this used to be so much easier"". A quick search through my old emails reminded me about MCPH, so I immediately switched to them. They have been very responsive and professional, and very engaged in the Minecraft community.",5,Valid
Hector Ossandon Gaete,"after a few days server being down, i ask for a refund and they refund me and cant acces my control pannel. i recomment better server.pro",1,Valid
Charles Smith,"Terrible service, server never once worked, outdated guides, charged me twice in a row every time even after I canceled my service, had no clue how their own servers worked.",1,Rant
Beech Horn,"Prices are cheap, but support is slow to respond. You'll need a 24/7 team if hosting as servers don't automatically reboot when they restart the node, MySQL can go really slow at times (6 seconds to run a 1 row select on a 10 row table), backup is limited to 3GB (so you'll need offsite backup) and you have to keep emailing in 2GB increments from 8GB to get to the full 16GB you need for larger servers.",3,Valid
Jordan Corl,"I have had zero problems with my service since I’ve had it and every time I’ve needed help, they have been extremely accommodating. The only thing I wish that could be done is make an app with all my server controls on there so that I could get to it faster.",5,Valid
Dice4Dungeons,"Easy Set Up. Straight Foward Instructions, Lots of Fun, Reccomended",5,Valid
Wyatt Miller,Great service and professional,4,Valid
Kenneth F Bergen,"Good, fast, understanding and help full team. I would recomend mcprohost to all who wishes to create a server. They Are so helpfull dont matter how small or how big the problem is, they Are allways ready to help. And downtime is minimal that it dont really count. Good service keep it up",5,Valid
Texxyy,"Great service, a bit expensive but overall great server hosting!",4,Valid
Kaya Yetkin,"its a very good server hosting company but they have some problems:
1)in mcpe servers you cant do some important things(like banning)
2)their servers are slow
3)im paying for them to my server but they want more money from me to add plugins and other things",4,Valid
Hector Ossandon,bad experiance weak server lagging all the time i do not recommend this hosting,1,Rant
PerkyElixir22,"Yeah it's a good server host, but I can't find any chat thing in the browser, what I mean is that I cannot find a ""chatbox"" in the browser, which means that I cannot easily put messages in chat when I'm not online.

I still cannot find it",4,Valid
cc88cc,So far great service and quality,5,Valid
TeodorLB,"One of my worst hosting experiences, the help support doesn't work at all, the guides on the page are very outdated, just overall 2/10",1,Rant
Kieran Deverill,Had a few teething issues but once I had left them some feedback and spoke to a few advisors they made all my issues go away and made sure to check it had all been sorted,4,Valid
The Money Club,"BEWARE!!!! This is a scam, once you get there services and you try and cancel they boot you out of your account. Your password won't work. Your secret answers will not work. They will just keep on charging you. It's I have tried for months now to cancel.",1,Rant
Eternal_Void3,I bought a server to play modded ark. I followed their directions and was in constant contact with customer support. I spent around 14$ and wasnt able to play 1 time.,1,Valid
Aminulloh,"Too bad i cant order anything in this hosting from Indonesia. I've been waiting for months, hoping i can order. I've been contacted their support but they cant tell me the reason why. Guess i'll have to wait forever.",1,Irrelevant
sebastian ordoñez,very good service and hosting,5,Valid
DK_WHO,awesome,5,Rant
Matthew Roelofse (VoltzzProductions),Did not receive a refund for closing my account,1,Valid
BestDuckGaming goedzo,Best host ever!,5,Rant
Lucien Death,10 out of 10,5,Rant
Kaspar,Good service,5,Valid
NoSoyLoan,"(Translated by Google) I really liked the experience with this company, they actually have good servers and never have any serious problems with the server they provided me, they also have good prices for people who cannot pay much for a good server, they also have several servers In the world, if you ask me if I would buy it again, I would.

(Original)
Me gusto mucho la experiencia que pase con está empresa, en realidad tienen buenos servidores y nunca pase algún problema grave con el servidor que me proporcionaron, también tienen buenos precios para las personas que no pueden pagar mucho por un servidor bueno, también tienen varios servidores en el mundo, si me preguntan si lo compraría de nuevo, lo haría.",5,Valid
Luis Macias,"(Translated by Google) It is one of the companies with an acceptable service at an economical price. They also always have a coupon to save a little more.

(Original)
Es de las empresas con un servicio aceptable a un precio economico. Ademas siempre tienen algun cupon para poder ahorrar un poco mas.",4,Valid
Tioelmo,"(Translated by Google) Simply a perfect site

(Original)
Simplemente un sitio perfecto",5,Ad
David Olson,Quick shipping and quick to answer emails.  Thanks for the setup and new Newtone strings.  Beautiful guitar!  Sounds great!  Good pictures on your site and the sound samples are above and beyond what other sites online provide.,5,Irrelevant
caitlin faulkner,"I have been collecting high-end boutique guitars for several years now, but had never purchased one from an online dealer. Robin made this experience extremely easy and very pleasant. The guitar was very  well packaged, and she personally communicated with me about the receiving and returning details should I not be happy with my purchase.  Being able to hear several different styles played on the guitar I was interested in was very important to me. Cannot recommend guitar gallery enough. Already looking forward to my next purchase through Robin.",5,Valid
Andrew Maurodis,"I just had the pleasure of purchasing a high end acoustic guitar from Robin at Guitar Gallery, Nashville.  Robin was fantastic to deal with, answering all questions honestly and promptly responding to every inquiry.  She made the experience a pleasure.  She also went the extra mile on the delivery side to make  sure my guitar was extremely well packed and delivered expeditiously.  Great guitar; great experience.  Also, thanks for turning me on to Newtone strings!!!",5,Valid
Dennis Foster,I recently purchased a 2012 high end Gibson acoustic from Guitar Gallery.  It arrived well prepared and packed.  It was exactly as how it was represented by Robin and described on the website.  Mint condition!  I would not hesitate to buy from Guitar Gallery in the future!,5,Valid
Hunter Best,Recently bought an instrument from the Guitar Gallery and it was a great experience. Robin was very helpful and communicative throughout the process. The guitar was carefully packed and was exactly as described. Would highly recommend Guitar Gallery to other buyers of high end boutique acoustics. I look forward to doing business with them again in the future.,5,Valid
Tony Dusko,"I LOVE Guitar Gallery!  I buy all my strings from Guitar Galley, especially since that have Newtone Heritage strings.  Once you have played them, it is hard to go back to anything else.  The few times I have had any issues, Robin has gone above and beyond to make things right.  Guitar Gallery will have my business for as long as I can still play a guitar.   Tony.",5,Valid
Austin Becker,"The best. Hands down. If you are an acoustic enthusiast, a performer, a master--your guitar is here. I thought I'd heard every nuance of acoustic guitar and then I went to Guitar Gallery. Not even close. These instruments are meticulously crafted and cared for. The shop is pristine. The guitars are all in excellent condition and the range of builders is wide.
Established builders, newcomers, obscure . . . all excellent.

I've done business with Robin the owner through 4 guitars now. The transactions are always perfect and without hassle. The biggest challenge is buying only one because they are all amazing and unique.

Great service, great inventory, and it's easy to purchase even if you can't make it to the shop. Love this place.",5,Valid
Nicki Maguire,"I can’t say enough about the service, the level of professionalism and the quality of all of the beautiful guitars / instruments at Guitar Gallery.

I have personally invested in one of the handcrafted Telecasters that was in store. I love every moment I spend playing on it. The owner is extremely knowledgeable and encourages you to try several of these beauties, both electric and acoustic until you find the one that fits and works best for you. Regardless of your level of experience, there is something here for every budget.

The updated website is easy to navigate. It has beautiful precise pictures, as well as audio and descriptions to accompany the instrument of your choice.

5 star in every way.",5,Valid
LaRhonda Gough,Tribest has excellent customer service and scheduled  my appt right away. My patio door was replaced within 3 days - I received quotes for minimum time 2 weeks. I am very pleased and would use them again!,5,Valid
"Janet Overton Adams, Samson Properties",I have seen the work before and after and I would highly recommend this company.,5,Valid
Ghadeer Mansour,Nice customer service but quality of work is poor and won't last. Had to redo projects and get other subcontractors to fix what was done poorly. Price point doesn't match the workmanship.,2,Rant
Sam Gonzalez,Best Gel in the business!,5,Ad
Magdalena Pasillas,Orange Droppers have been a life saver for me and my family! The are not only friendly but well knowledge in their business of essential oils! We value them so much! Young living products are outstanding! We highly recommend them!,5,Valid
Deborah Cornelius,"OrangeDroppers is a great place to learn how to safely make the switch from toxic products found in our homes, to plant based and essential oil infused products that support overall wellness. The team is informative, encouraging and supportive. A great place to learn about the Young Living lifestyle.",4,Valid
Julie Lichay,"OrangeDroppers has served as a wealth of knowledge, insight and inspiration to me on my new journey to physical and spiritual wellness.  Specifically, Sol has been a true servant of Christ and has really helped me by getting to know me.  She has been patient, loving, and kind with her time, resources, and education and has shared a lot of herself with me.   She has helped me get my life back on track.  I love how she believes the best about people and is trying to make this world a better place, by sharing these amazing products with those whom God puts in her path.  God bless you, Sol, and OrangeDroppers! You have made a HUGE difference to so many!  We need you and on behalf of everyone, thank you for always caring so much about us!!",5,Valid
Karen Parden,"OrangeDroppers has been a life changing experience for me and my family.  After realizing how harmful chemicals in our home and medicines are, we were looking for alternatives.  The education and support we have received from OrangeDroppers is second to none!  We feel important and cared for and we trust them with our questions.  I couldn't recommend them higher!",5,Valid
tammy allen,So glad I know about the Young Living and Savy Minerals. Orange Droppers has been so go for me with the videos and the knowledge to share with me! I give a 5 star!,5,Valid
Angela Gilbert,Orange Droppers is extremely knowledgeable concerning the Young Living oils and healthy uses and lifestyles!  I follow their page with informational videos and posts! Such an asset!!!,5,Valid
Jaz S,Love this shop! I get all my son's suspenders and bowties from here. The assortment of fabrics and prints is amazing. They also have belts and girl accessories. Also check out the Trailblazers. You won't be disappointed! Bonus the owner is really nice.,5,Valid
Emms B,"I've been ordering from Dapper Xpressions for years! Their customer service is top notch and the quality of their products is great! I wear suspenders with most of my outfits and even wear them while working out! Hands down, you can't go wrong if you're buying from Dapper Xpressions! P.S. the owner is amazing too!",5,Valid
La'Erica C.,Dapper Xpressions always provides wonderful customer service along with topnotch products. I've had a couple bow tie and suspenders sets for my son made in infant sizes. They are always high in quality and are easily adjustable. I would definitely recommend to anyone looking to upgrade their style!,5,Valid
Rachelle Rose,We absolutely love this shop !   Every single item we have gotten (as a family) has been unique and top quality.   They have something for everyone  including our pets!,5,Valid
Lazette Cobb,We love this shop and their creative style!! They have great customer service! Also love that we can match our pets!! ☺️☺️,5,Valid
kristy larmon,The owners of this shop are wonderful. Super friendly & helpful. Products are superb. I highly recommend,5,Valid
Julie Ventura,"Dapper XPressions is my go to for accessories like suspenders, bowties, belts, & more! They have an amazing selection of prints that are great for dressing up your outfits for any occasion! The quality is top notch, you won't be disappointed! ❤️👌🏻",5,Valid
Ashley D,My entire family rocks DX and we love it!! Suspenders and bows are our faves!,5,Valid
Short Teddy,"Worst appointment ever. It's only two hard maintenance workers apartment managers only care about the money. It has water damaged, Plumbing horrible. For apartments are on one plumbing system. Rent is way too high for what it looks like. I would not let my own dogs live in this place. If you ever think about coming here RUN. I'm so happy that I'm leaving this hell whole.",1,Rant
Mareen Humphrey,Presently living there management only care about money they dont respond to maintenance issues.If you go report and stand firm to get your issues fix they tend to send you paper not to renew your lease.I have a stove giving problems from December of 2017 it even catches fire up to this date they have not resolve it. They promised to change it from Friday today is tuesday its still not fixed.Along with multiple other issues,1,Rant
Life is to short got to be optimistic,"Cheap affordable, everyone keeps to themselves. It's in pine hills. We have rats living in the apartment gunshots late at night",1,Irrelevant
Ryan Bharat,Pretty clean.. Nice pool,4,Valid
